"","Club_Name","Club_Venue_Address","Club_Venue_Suburb","Club_Venue_State","Club_Venue_Postcode","Club_Venue_Email","Club_Venue_Latitude.","Club_Venue_Longitude","Club_Venue_Sports","Club_Venue_Website","Creation_Date"
"1515","Junior Development Committee Rosewater Football Club","LOT 89 NEWCASTLE STREET","ROSEWATER","SA",5013,"kelliehills@icloud.com",-34.85451,138.52103,"Australian Rules","",1965-02-27
"1516","Willunga Tennis Club","23 ALDINGA ROAD","WILLUNGA","SA",5172,"mswaye@bigpond.net.au",-35.27199,138.55171,"Tennis","http://www.tennis.com.au/willunga/",1954-03-03
"1517","Macclesfield Tennis Club","19 KINGROSE STREET","MACCLESFIELD","SA",5153,"maccytennisclub@hotmail.com",-35.16848,138.83157,"Tennis","http://www.tennis.com.au/macclesfieldtc",1962-10-17
"1518","Gawler Gymnastic Club","LOT 4 NIXON TERRACE","GAWLER","SA",5118,"gawlergymnastics@gmail.com",-34.59857,138.74018,"Gymnastics","",1953-10-28
"1519","Port Lincoln Hockey Association","40 STAMFORD TERRACE","PORT LINCOLN","SA",5606,"ptlincolnhockey@gmail.com",-34.74201,135.85777,"Hockey","",1978-10-01
"1520","Para Hills West Soccer Club","LOT 344 NORTHBRI AVENUE","SALISBURY EAST","SA",5109,"Jkmaca1@bigpond.com",-34.7913,138.65446,"Football (Soccer)","http://phwsc.com",1996-08-15
"1521","Woodville Wasps Rugby Union Club","LOT 22 LEVEN AVENUE","SEATON","SA",5023,"roy.utting@gmail.com",-34.90297,138.51668,"Rugby Union","http://www.woodvillerugby.com.au/",1969-10-04
"1522","Mr Tennis","LOT 699 MYPONGA TERRACE","BROADVIEW","SA",5083,"evelyn@mrtennis.com.au",-34.87945,138.61755,"Tennis","",1998-01-01
"1523","LeFevre Portside Amateur Swimming Club","205 VICTORIA ROAD","LARGS BAY","SA",5016,"lefevreportside@gmail.com",-34.82575,138.50005,"Swimming","http://www.lefevreportside.swimming.org.au",1968-10-09
"1524","East Torrens Kensington Gardens Hardcourt Tennis Club","LOT 27 EAST TERRACE","KENSINGTON GARDENS","SA",5068,"treasurer@etkgtennis.org.au",-34.92345,138.66518,"Tennis","http://etkgtennis.org.au/",1989-08-10
"1525","Hahndorf Tennis Club","98 ECHUNGA ROAD","HAHNDORF","SA",5245,"hahndorftennisclub@yahoo.com.au",-35.03857,138.80477,"Tennis","http://hta.asn.au",1981-03-23
"1526","Brighton District Table Tennis Club","3 GRANTHAM ROAD","SOMERTON PARK","SA",5044,"dwalsh654@yahoo.com.au",-35.00181,138.52079,"Table Tennis","http://www.brightonttc.com.au",2001-04-24
"1527","South Adelaide Basketball Club","22 NORFOLK ROAD","MARION","SA",5043,"secretary.sabc@gmail.com",-35.01392,138.55296,"Basketball","http://southadelaidebasketball.net.au",1957-07-02
"1528","Hallett Cove Netball Club","LOT 176 OVAL ROAD","HALLETT COVE","SA",5158,"lightning_netball@hotmail.com",-35.08655,138.50751,"Netball","http://www.hallettcovenetballclub.org.au",1969-04-16
"1529","Blackwood and Hills Calisthenics Club","UNIT 2 229 MAIN ROAD","BLACKWOOD","SA",5051,"admin@bahcc.com.au",-35.01942,138.6162,"Calisthenics","http://www.bahcc.com.au",1972-09-03
"1530","Southern Suburbs Rugby Union Football Club","18 NEVILLE AVENUE","CLARENCE GARDENS","SA",5039,"registrar@southsrugby.com.au",-34.97284,138.57652,"Rugby Union","http://southsrugby.com.au",1952-04-11
"1531","Tasman Football Club","40 STAMFORD TERRACE","PORT LINCOLN","SA",5606,"tasmanfootballclub@gmail.com",-34.74201,135.85777,"Australian Rules","http://www.tasmanfc.com",1968-01-07
"1532","Mannum Roos Netball Club","LOT 126 BORONIA ROAD","PORT MANNUM","SA",5238,"secretary.mannumroosnc@gmail.com",-34.92188,139.2996,"Netball","",1974-02-07
"1533","Orienteering SA","105 KING WILLIAM STREET","KENT TOWN","SA",5067,"secretary@sa.orienteering.asn.au",-34.91703,138.62188,"Orienteering","http://www.sa.orienteering.asn.au",1957-10-28
"1534","Mallala Football Club","LOT 594 WASLEYS ROAD","MALLALA","SA",5502,"cazandj@aussiebb.com.au",-34.43906,138.51336,"Australian Rules,Netball,Tennis","http://www.mallalafc.com.au",1974-01-20
"1535","Victor Harbor Youth Club","121 CANTERBURY ROAD","VICTOR HARBOR","SA",5211,"Sueo231@icloud.com",-35.54769,138.6118,"Gymnastics","",1969-09-02
"1536","Littlehampton Netball Club","77-79 PRINCES HIGHWAY","LITTLEHAMPTON","SA",5250,"Littlehamptonnetballclub@gmail.com",-35.04818,138.8656,"Netball","",1963-10-11
"1537","Willunga Cricket Club","4-8 ALDINGA ROAD","WILLUNGA","SA",5172,"dhockham@goc.net.au",-35.27064,138.55236,"Cricket","http://willungacc.sa.cricket.com.au/",1958-09-13
"1538","Port Noarlunga Surf Life Saving Club","39 SALTFLEET STREET","PORT NOARLUNGA","SA",5167,"secretary.ptnslsc@live.com.au",-35.15028,138.47191,"Surf Lifesaving","http://www.pnslsc.com.au",1983-05-24
"1539","Bute Netball Club","LOT 330 NORTH WEST TERRACE","BUTE","SA",5560,"rittersatbute@gmail.com",-33.86466,138.00255,"Netball","",1968-06-23
"1540","Cummins Kapinnie Netball Club","1-3 MCFARLANE STREET","CUMMINS","SA",5631,"ckncsecretary@gmail.com",-34.26516,135.72596,"Netball","",1972-08-03
"1541","Koolunga Tennis Club","16 FIFTH STREET","KOOLUNGA","SA",5464,"aklange@activ8.net.au",-33.58695,138.3316,"Tennis","",1967-09-08
"1542","Southern Athletic Club Incorporated","CP PORT ROAD","ALDINGA","SA",5173,"info@southernac.org.au",-35.2684,138.48039,"Athletics","http://www.southernac.org.au",1963-02-14
"1543","Valley View Eagles Softball Club","LOT 1 LADYWOOD ROAD","MODBURY NORTH","SA",5092,"judith.lukas@unisa.edu.au",-34.81874,138.68746,"Softball","http://currently off line",1995-06-17
"1544","Mount Gambier Tennis Club","10 HERIOT STREET","MOUNT GAMBIER","SA",5290,"jasonheidi2003@bigpond.com",-37.83346,140.7818,"Tennis","http://www.mtgambiertennisclub.com.au",1966-04-05
"1545","Reynella Football Club","5 OVAL ROAD","OLD REYNELLA","SA",5161,"dave.j.denyer@team.telstra.com",-35.08886,138.54326,"Australian Rules","http://reynellafc.com.au",1952-11-06
"1546","Port Elliot Netball Club","75 NORTH TERRACE","PORT ELLIOT","SA",5212,"antheapenc@gmail.com",-35.53086,138.67501,"Netball","http://portelliot.sa.netball.com.au",1983-01-16
"1547","Crystal Brook Football Club","LOT 824 RAILWAY TERRACE","CRYSTAL BROOK","SA",5523,"wohlingkathy@yahoo.com.au",-33.34802,138.20113,"Australian Rules","",1952-07-09
"1548","Redbacks Hockey Club","300 JUBILEE HIGHWAY WEST","SUTTONTOWN","SA",5291,"michaelarmour5@bigpond.com",-37.80931,140.7428,"Hockey","",2005-09-22
"1549","Goolwa Hockey Club","21 DAWSON STREET","GOOLWA","SA",5214,"goolwahockeyclub@gmail.com",-35.50305,138.78103,"Hockey","",1981-10-26
"1550","Onkaparinga Calisthenics Club","210 ONKAPARINGA VALLEY ROAD","OAKBANK","SA",5243,"onkaparingacalisthenics@gmail.com",-34.98479,138.84247,"Calisthenics","https://onkaparingacalisthenics.wordpress.com/",2004-03-27
"1551","Cavaliers Hockey Club","200 JUBILEE HIGHWAY EAST","MOUNT GAMBIER","SA",5290,"Cavaliershockeyclubinc@hotmail.com",-37.84329,140.81921,"Hockey","",1965-04-27
"1552","Sturt Marion Women's Soccer Club","262-264B STURT ROAD","MARION","SA",5043,"president.smwsc@gmail.com",-35.0172,138.553,"Football (Soccer)","http://www.sturtmarionwsc.com.au",2001-08-05
"1553","Adelaide University Soccer Club","TENANCY 148 144-155 MACKINNON PARADE","NORTH ADELAIDE","SA",5006,"kevin@adelaideunisoccerclub.com",-34.91231,138.60358,"Football (Soccer)","http://www.adelaideunisoccerclub.com",1996-09-24
"1554","Wistow Cricket Club","514 WELLINGTON ROAD","WISTOW","SA",5251,"wistowcc@outlook.com.au",-35.11117,138.88523,"Cricket","http://wistowcc.org.au",1984-07-25
"1555","Kara Kara Rhythmic Gymnastics Club","LOT 32 MOULES ROAD","ROSTREVOR","SA",5073,"tanyagibson29@hotmail.com",-34.90214,138.6775,"Gymnastics","http://karakararg.com",1993-05-05
"1556","Waikerie Amateur Basketball Association","LOT 542 STURT HIGHWAY","WAIKERIE","SA",5330,"waikerieaba@outlook.com",-34.18602,139.9773,"Basketball","",1980-09-21
"1557","High Impact Aerobic Gymnastics","LOT 565 TAYLOR STREET","KADINA","SA",5554,"hiag01@yahoo.com.au",-33.96196,137.71468,"Gymnastics","",1969-12-04
"1558","Tailem Bend Netball Club","TENANCY 97 95-101 RAILWAY TERRACE","TAILEM BEND","SA",5259,"tbnc.inc@hotmail.com.au",-35.25417,139.45551,"Netball","",1960-02-13
"1559","Kersbrook Soldiers Memorial Park Community and Sports Club","51 GLOVER STREET","KERSBROOK","SA",5231,"cassbrown21@hotmail.com",-34.78254,138.86002,"Netball,Tennis","http://kersbrookfc.com.au/",1997-12-28
"1560","Christies Beach Surf Life Saving Club","LOT 12 ESPLANADE","CHRISTIES BEACH","SA",5165,"robnlinda@adam.com.au",-35.13581,138.46953,"Surf Lifesaving","http://www.christiesbeachslsc.com.au",1996-05-01
"1561","Port Augusta Swimming Club","24 HANNAGAN STREET","PORT AUGUSTA","SA",5700,"newbs4@dodo.com.au",-32.51114,137.78455,"Swimming","http://portaugusta.swimming.org.au/",1998-04-05
"1562","South Gambier Football Club","211-213 JUBILEE HIGHWAY EAST","GLENBURNIE","SA",5291,"southgambierjfc@gmail.com",-37.84112,140.81973,"Australian Rules","",1965-08-19
"1563","Angaston Cricket Club","LOT 117 WASHINGTON STREET","ANGASTON","SA",5353,"benten76@bigpond.com",-34.50804,139.04297,"Cricket","",1999-10-06
"1564","Naracoorte United Soccer Club","Stewart tce","Naracoorte ","SA",NA,"Jonthurlow@live.com.au",-36.94929,140.73182,"Football (Soccer)","",1960-12-05
"1565","Naracoorte United Soccer Club","LOT 29 PARK TERRACE","NARACOORTE","SA",5271,"Jonthurlow@live.com.au",-36.94942,140.73205,"Football (Soccer)","",1973-01-08
"1566","Blyth Snowtown Football Club","LOT 484 SOUTH TERRACE","BLYTH","SA",5462,"blythsnowtownfc@sanflcfl.com.au",-33.85132,138.49115,"Australian Rules","http://www.blyth-snowtown-cats.com.au",1952-04-01
"1567","Wallaroo Golf Club","LOT 2308 CORNISH TERRACE","WALLAROO","SA",5556,"wallaroogolfclub@gmail.com",-33.93716,137.62773,"Golf","http://wallaroogolfclu.wix.com/wallaroogolfclub",1991-05-25
"1568","Wallaroo Football Club","10993 SPENCER HIGHWAY","WALLAROO","SA",5556,"wallaroojfc@gmail.com",-33.93633,137.62447,"Australian Rules","",1994-06-18
"1569","Naracoorte and District Basketball Association","10513 RIDDOCH HIGHWAY","NARACOORTE","SA",5271,"chris.pam90@selig.com.au",-36.92943,140.71652,"Basketball","http://Sporting Pulse Naracoorte & District Basketball Associaton",1956-02-08
"1570","Barmera District Junior Netball Association","LOT 147 DEAN DRIVE","BARMERA","SA",5345,"alhaigh@bigpond.com",-34.25076,140.45733,"Basketball,Netball","",1992-11-10
"1571","Stirling Cricket Club","56 MOUNT BARKER ROAD","STIRLING","SA",5152,"steven.mcgregor@korvest.com.au",-35.00753,138.71887,"Cricket","http://stirling.sa.cricket.com.au/",1996-06-02
"1572","Mount Barker & Districts Little Athletics","2A WELLINGTON ROAD","MOUNT BARKER","SA",5251,"info@mbdlac.org.au",-35.07404,138.85829,"Athletics","http://mbdlac.org.au",2001-03-05
"1573","Kensington Baseball Club","Newland Reserve","ERINDALE","SA",5066,"bennyandaims@ymail.com",-34.93129,138.66695,"Baseball","http://www.kensingtoncardinals.com.au",1982-02-27
"1574","Wilmington Tennis Club","24 ANGAS TERRACE","WILMINGTON","SA",5485,"mbstorey@bigpond.com",-32.64916,138.09582,"Netball,Tennis","",1958-12-03
"1575","Renmark Basketball Club","LOT 100 RAL RAL AVENUE","RENMARK","SA",5341,"renmarksteamers@live.com",-34.16883,140.7433,"Basketball","renmarkbasketball.weebly.com",1952-06-26
"1576","Lyndoch Cricket Club","2 BAROSSA VALLEY WAY","LYNDOCH","SA",5351,"lyndochcricket@gmail.com",-34.59822,138.88639,"Cricket","",2002-09-11
"1577","Volleyball SA","24-44 SANDISON ROAD","HALLETT COVE","SA",5158,"reception@volleyballsa.com.au",-35.07637,138.51189,"Volleyball","http://www.volleyballsa.com.au/spikezone/hallettcove",1994-12-18
"1578","Tennisphere","UNIT 2 2-24 THE PARADE WEST","KENT TOWN","SA",5067,"info@tennisphere.com.au",-34.92156,138.6201,"Tennis","www.tennisphere.com.au",1990-08-26
"1579","Bute Basketball Club","LOT 330 NORTH WEST TERRACE","BUTE","SA",5560,"",-33.86407,138.00266,"Basketball","",1952-07-05
"1580","Southern Hills Little Athletics Centre","5 COROMANDEL STREET","FLAGSTAFF HILL","SA",5159,"southernhillslittleathletics@gmail.com",-35.05339,138.5948,"Athletics","shlac.org",2003-05-04
"1581","Wesley Netball Club","1-9 SOUTHERN AVENUE","GLENGOWRIE","SA",5044,"wesleynetballclub@hotmail.com",-34.99457,138.53429,"Netball","",1970-05-20
"1582","Ingle Farm Falcons Softball Club","7 ROTHWELL AVENUE","INGLE FARM","SA",5098,"inglefarmfalcons@gmail.com",-34.81949,138.64472,"Softball","",1984-11-21
"1583","Gladstone Ramblers Cricket Club","LOT 521 BONDOWIE STREET","GLADSTONE","SA",5473,"",-33.27544,138.35443,"Cricket","",1988-08-14
"1584","Naracoorte Calisthenics Club","LOT 1105 PARK TERRACE","NARACOORTE","SA",5271,"laura_hasel@bigpond.com",-36.9509,140.73829,"Calisthenics","",1959-05-07
"1585","Dudley United Netball Club","LOT 98 THE LANE","PENNESHAW","SA",5222,"dudleyunitednetballclub@gmail.com",-35.7185,137.93772,"Netball","",2000-05-09
"1586","Goodwood Cricket Club","4 CURZON AVENUE","MILLSWOOD","SA",5034,"",-34.95558,138.58227,"Cricket","www.goodwoodcc.com",1951-12-06
"1587","Pooraka Netball Club","LOT 82 QUINLIVAN ROAD","POORAKA","SA",5095,"belinda_1973@bigpond.com",-34.82929,138.62347,"Netball","",1953-09-01
"1588","Keith Pony Club","1 Showground Parade","Keith","SA",NA,"tdb07@internode.on.net",-36.14347,140.34259,"Equestrian,Pony Clubs","",1964-09-21
"1589","HILLS ARCHERS","LOT 200 JEFFERY STREET","LOBETHAL","SA",5241,"info@hillsarchers.org.au",-34.91217,138.87375,"Archery","www.hillsarchers.org.au",2003-05-16
"1590","Port Elliot Tennis Club","6 BARBARA STREET","PORT ELLIOT","SA",5212,"kurt.kube@bigpond.com",-35.53481,138.6793,"Tennis","",1971-01-05
"1591","Burnside Youth Club","37 OSMOND TERRACE","NORWOOD","SA",5067,"burnsideyouthclub@hotmail.com",-34.91965,138.63132,"Gymnastics","http://www.facebook.com/burnsideyouthclubincsa",1950-05-03
"1592","Lower North Cricket Association","LOT 1 WEROCATA ROAD","BALAKLAVA","SA",5461,"cfchap@rbe.net.au",-34.14319,138.41087,"Cricket","",1963-09-05
"1593","Salisbury East Little Athletics Centre","12-14 GAWLER STREET","SALISBURY","SA",5108,"www.selac.net",-34.7617,138.64337,"Athletics","www.selac.net",1950-07-22
"1594","Seaside Tennis Club","61 CUDMORE TERRACE","HENLEY BEACH","SA",5022,"adsrichter@hotmail.com",-34.91024,138.49891,"Tennis","seasidetennisclub.com.au",1990-12-08
"1595","Hope Valley Cricket Club","66 VALLEY ROAD","HOPE VALLEY","SA",5090,"cricket@hvcc.net.au",-34.84699,138.70157,"Cricket","www.hvcc.net.au",2000-06-16
"1596","Noarlunga Tennis Club","LOT 101 PATAPINDA ROAD","OLD NOARLUNGA","SA",5168,"noarlungatennisclub@hotmail.com",-35.18292,138.49604,"Tennis","www.noarlungatennis.net.au",1968-06-02
"1597","Whyalla Swimming Club","5 RACECOURSE ROAD","WHYALLA NORRIE","SA",5608,"roannem@bigpond.com",-33.02909,137.53776,"Swimming","www. whyalla.swimming.org.au",1952-03-12
"1598","Mount Osmond Golf Club","1 SEAVIEW ROAD","MOUNT OSMOND","SA",5064,"info@mogc.com.au",-34.96341,138.65722,"Golf","www.mogc.com.au",1965-01-13
"1599","Hills Tennis Association","98 ECHUNGA ROAD","HAHNDORF","SA",5245,"secretary@hillstennis.net.au",-35.03843,138.8043,"Tennis","www.hillstennis.net.au",1978-07-18
"1600","Largs Bay R.S.L. Gym Club","36A-36B SEMAPHORE ROAD","SEMAPHORE","SA",5019,"maggie_benton23@hotmail.com",-34.83899,138.48277,"Gymnastics","",1988-12-15
"1601","State Tennis","21 Edwin Street West Lakes Shore 5020 / West Lakes Tennis Club","WEST LAKES SHORE","SA",5020,"westlakes@statetennis.com.au",-34.86451,138.48268,"Tennis","www.statetennis.com",1998-04-04
"1602","Murray Bridge Lawn Tennis Association","LOT 725 JAENSCH ROAD","MURRAY BRIDGE","SA",5253,"mblawntennis@bigpond.com",-35.11958,139.28132,"Tennis","",2003-09-20
"1603","Hahndorf Cricket Club","Pine Ave","HAHNDORF","SA",5245,"greg@openbookhowden.com.au",-35.03765,138.80548,"Cricket","",1988-07-17
"1604","Blyth Tennis Club","LOT 484 SOUTH TERRACE","BLYTH","SA",5462,"Pgandsgbigg@bigpond.com",-33.84845,138.49123,"Tennis","www.tennis.com.au/Blyth",1979-06-13
"1605","The Cove FC","65 ELIZABETH CRESCENT","HALLETT COVE","SA",5158,"chairman@thecovefc.com",-35.08684,138.50575,"Football (Soccer)","thecovefc.com",1967-11-05
"1606","Renmark District Cricket Association","LOT 81 MARRARA STREET","RENMARK","SA",5341,"kunadale@hotmail.com",-34.16874,140.74074,"Cricket","",1968-02-06
"1607","Surf & Sun","44 GOOLWA ROAD","MIDDLETON","SA",5213,"info@surfandsun.com.au",-35.51003,138.70572,"Surf Riding","www.surfandsun.com.au",1975-10-10
"1608","South Australian Friends and Equines","84 CLANCY ROAD","GAWLER BELT","SA",5118,"safriendsandequines@gmail.com",-34.57329,138.71556,"Equestrian","www.safriendsandequines.weebly.com",2002-09-18
"1609","Burra Swimming Club","31 SMELTS ROAD","BURRA","SA",5417,"sprjd@bigpond.com",-33.67747,138.93941,"Swimming","",2002-04-20
"1610","Eagles Basketball Club","10 AUGUSTA TERRACE","PORT AUGUSTA","SA",5700,"",-32.49223,137.77278,"Basketball","",2004-07-05
"1611","Whyalla Table Tennis Association","Lot 6537 Jenkins Avenue","WHYALLA STUART","SA",5608,"chisholms1@bigpond.com",-33.03411,137.51191,"Table Tennis","https://sites.google.com/site/whyallatta/",1962-06-15
"1612","Southern Flinders Dressage Club","27 Nunkunu Yarta Way","MURRAY TOWN","SA",5481,"southernflindersdc@hotmail.com.au",-32.9346,138.2426,"Equestrian","https://southernflindersdressageclub.wordpress.com/",1978-03-06
"1613","Sandy Creek Golf Club - Barossa Valley","129 WILLIAMSTOWN ROAD","SANDY CREEK","SA",5350,"info@sandycreekgolf.com.au",-34.6117,138.83312,"Golf","www.sandycreekgolf.com.au",1962-05-15
"1614","Salisbury Tennis Club","LOT 65 HAPPY HOME DRIVE","SALISBURY NORTH","SA",5108,"salisburytennis@outlook.com",-34.75805,138.63925,"Tennis","",1957-05-28
"1615","Adelaide Taekwondo Academy","UNIT 60 184 ANGAS STREET","ADELAIDE","SA",5000,"info@adelaidetkd.com.au",-34.92976,138.60787,"Boxing,Taekwondo","www.adelaidetkd.com.au",1999-06-03
"1616","Adelaide Taekwondo Academy","5 STUART STREET","BURNSIDE","SA",5066,"info@adelaidetkd.com.au",-34.93524,138.66074,"Taekwondo","www.adelaidetkd.com.au",1991-03-17
"1617","Double Bounce Gymnastics","58 GATES ROAD","HACKHAM","SA",5163,"doublebouncegymnastics@gmail.com",-35.15457,138.52607,"Gymnastics","",1977-07-05
"1618","Southern Go Kart Club","101-123 SUMMER ROAD","WATERLOO CORNER","SA",5110,"sgkcsesc@bigpond.com",-34.74415,138.57983,"Motor Sport","southerngokartclub.com.au",1976-05-17
"1619","Pooraka Football Club","19 MCCARTHY COURT","POORAKA","SA",5095,"",-34.82868,138.62164,"Australian Rules","",1976-08-22
"1620","Kingscote Netball Club","21 CENTENARY AVENUE","KINGSCOTE","SA",5223,"natasha.ingerson714@schools.sa.edu.au",-35.64926,137.63404,"Netball","",1971-10-06
"1621","Rebels Basketball Club","115-119 OLD PRINCES HIGHWAY","MURRAY BRIDGE EAST","SA",5253,"rebelsbasketballclub@outlook.com",-35.11426,139.30377,"Basketball","",1971-03-14
"1622","Morgan Fitness and Wellbeing","10 FOURTH STREET","MORGAN","SA",5320,"morgangym45@yahoo.com",-34.03353,139.66881,"Boxing","",1968-12-28
"1623","Minlaton Basketball Netball Club","3 CURRAMULKA ROAD","MINLATON","SA",5575,"mcmahon@mcmahonshoes1.com",-34.76725,137.59967,"Basketball,Netball","",1969-07-06
"1624","Wisanger Sports Club","13 NORTH CAPE ROAD","BAY OF SHOALS","SA",5223,"wisanger1911@hotmail.com",-35.62856,137.55827,"Australian Rules,Basketball,Cricket,Netball,Softball","",1993-05-23
"1625","Micro Groms Surf Club SA","","middleton","SA",NA,"microgroms@hotmail.com.au",-35.5244,138.7326,"Surf Riding","www.microgroms.com",1976-09-06
"1626","Micro Groms Surf Club SA","LOT 1 GRIFFITHS DRIVE","SEAFORD","SA",5169,"microgroms@hotmail.com.au",-35.19288,138.47823,"Surf Riding","www.microgroms.com",1977-02-10
"1627","Titans Basketball Club","Jubilee Park","Whyalla Stuart","SA",NA,"harley_63@bigpond.com",-33.04004,137.51123,"Basketball","",1954-08-02
"1628","What A Racket! Tennis Professionals","49 HENLEY BEACH ROAD","HENLEY BEACH SOUTH","SA",5022,"david_grainger@hotmail.com",-34.92538,138.50099,"Tennis","",1999-12-22
"1629","What A Racket! Tennis Professionals","33 KENTDALE STREET","GRANGE","SA",5022,"david_grainger@hotmail.com",-34.90011,138.49714,"Tennis","",1978-04-14
"1630","Riverland Netball Association","LOT 98 RAL RAL AVENUE","RENMARK","SA",5341,"riverlandnetball@gmail.com",-34.16814,140.74244,"Netball","",1997-01-03
"1631","Onkaparinga Tennis Club","8 BRIDGE STREET","BALHANNAH","SA",5242,"wallner@adam.com.au",-34.98942,138.82851,"Tennis","www.onkastennis.com",1966-11-20
"1632","Top Shot Tennis","LOT 322 GRANT PLACE","FLINDERS PARK","SA",5025,"1tennis1@tpg.com.au",-34.90635,138.54322,"Tennis","www.flinderspktennis.com.au",1967-05-14
"1633","Top Shot Tennis","8 RAGLESS AVENUE","PARK HOLME","SA",5043,"1tennis1@tpg.com.au",-34.99355,138.5529,"Tennis","",2003-06-24
"1634","Adelaide City Football Club","75-79 KING WILLIAM STREET","ADELAIDE","SA",5000,"theclub@adelaidecityfc.com.au",-34.92433,138.59942,"Football (Soccer)","www.adelaidecityfc.com.au",1956-12-14
