"Club_Name","Club_Venue_Address","Club_Venue_Suburb","Club_Venue_State","Club_Venue_Postcode","Club_Venue_Email","Club_Venue_Latitude ","Club_Venue_Longitude","Club_Venue_Sports","Club_Venue_Website"
"Mallala Football Club","LOT 594 WASLEYS ROAD","MALLALA","SA","5502","cazandj@aussiebb.com.au","-34.439059999999998","138.51336000000001","Australian Rules,Netball,Tennis","http://www.mallalafc.com.au"
"Victor Harbor Youth Club","121 CANTERBURY ROAD","VICTOR HARBOR","SA","5211","Sueo231@icloud.com","-35.547690000000003","138.61179999999999","Gymnastics",""
"Littlehampton Netball Club","77-79 PRINCES HIGHWAY","LITTLEHAMPTON","SA","5250","Littlehamptonnetballclub@gmail.com","-35.048180000000002","138.8656","Netball",""
"Willunga Cricket Club","4-8 ALDINGA ROAD","WILLUNGA","SA","5172","dhockham@goc.net.au","-35.27064","138.55235999999999","Cricket","http://willungacc.sa.cricket.com.au/"
"Port Noarlunga Surf Life Saving Club","39 SALTFLEET STREET","PORT NOARLUNGA","SA","5167","secretary.ptnslsc@live.com.au","-35.150280000000002","138.47191000000001","Surf Lifesaving","http://www.pnslsc.com.au"
"Bute Netball Club","LOT 330 NORTH WEST TERRACE","BUTE","SA","5560","rittersatbute@gmail.com","-33.864660000000001","138.00255000000001","Netball",""
"Cummins Kapinnie Netball Club","1-3 MCFARLANE STREET","CUMMINS","SA","5631","ckncsecretary@gmail.com","-34.265160000000002","135.72595999999999","Netball",""
"Koolunga Tennis Club","16 FIFTH STREET","KOOLUNGA","SA","5464","aklange@activ8.net.au","-33.586950000000002","138.33160000000001","Tennis",""
"Southern Athletic Club Incorporated","CP PORT ROAD","ALDINGA","SA","5173","info@southernac.org.au","-35.2684","138.48039","Athletics","http://www.southernac.org.au"
"Valley View Eagles Softball Club","LOT 1 LADYWOOD ROAD","MODBURY NORTH","SA","5092","judith.lukas@unisa.edu.au","-34.818739999999998","138.68745999999999","Softball","http://currently off line"
"Mount Gambier Tennis Club","10 HERIOT STREET","MOUNT GAMBIER","SA","5290","jasonheidi2003@bigpond.com","-37.833460000000002","140.7818","Tennis","http://www.mtgambiertennisclub.com.au"
"Reynella Football Club","5 OVAL ROAD","OLD REYNELLA","SA","5161","dave.j.denyer@team.telstra.com","-35.088859999999997","138.54326","Australian Rules","http://reynellafc.com.au"
"Port Elliot Netball Club","75 NORTH TERRACE","PORT ELLIOT","SA","5212","antheapenc@gmail.com","-35.530859999999997","138.67500999999999","Netball","http://portelliot.sa.netball.com.au"
"Crystal Brook Football Club","LOT 824 RAILWAY TERRACE","CRYSTAL BROOK","SA","5523","wohlingkathy@yahoo.com.au","-33.348019999999998","138.20113000000001","Australian Rules",""
"Redbacks Hockey Club","300 JUBILEE HIGHWAY WEST","SUTTONTOWN","SA","5291","michaelarmour5@bigpond.com","-37.809310000000004","140.74279999999999","Hockey",""
"Goolwa Hockey Club","21 DAWSON STREET","GOOLWA","SA","5214","goolwahockeyclub@gmail.com","-35.503050000000002","138.78102999999999","Hockey",""
"Onkaparinga Calisthenics Club","210 ONKAPARINGA VALLEY ROAD","OAKBANK","SA","5243","onkaparingacalisthenics@gmail.com","-34.984789999999997","138.84246999999999","Calisthenics","https://onkaparingacalisthenics.wordpress.com/"
"Cavaliers Hockey Club","200 JUBILEE HIGHWAY EAST","MOUNT GAMBIER","SA","5290","Cavaliershockeyclubinc@hotmail.com","-37.843290000000003","140.81921","Hockey",""
"Sturt Marion Women's Soccer Club","262-264B STURT ROAD","MARION","SA","5043","president.smwsc@gmail.com","-35.017200000000003","138.553","Football (Soccer)","http://www.sturtmarionwsc.com.au"
"Adelaide University Soccer Club","TENANCY 148 144-155 MACKINNON PARADE","NORTH ADELAIDE","SA","5006","kevin@adelaideunisoccerclub.com","-34.912309999999998","138.60357999999999","Football (Soccer)","http://www.adelaideunisoccerclub.com"
"Wistow Cricket Club","514 WELLINGTON ROAD","WISTOW","SA","5251","wistowcc@outlook.com.au","-35.111170000000001","138.88523000000001","Cricket","http://wistowcc.org.au"
"Kara Kara Rhythmic Gymnastics Club","LOT 32 MOULES ROAD","ROSTREVOR","SA","5073","tanyagibson29@hotmail.com","-34.902140000000003","138.67750000000001","Gymnastics","http://karakararg.com"
"Waikerie Amateur Basketball Association","LOT 542 STURT HIGHWAY","WAIKERIE","SA","5330","waikerieaba@outlook.com","-34.186019999999999","139.97730000000001","Basketball",""
"High Impact Aerobic Gymnastics","LOT 565 TAYLOR STREET","KADINA","SA","5554","hiag01@yahoo.com.au","-33.961959999999998","137.71467999999999","Gymnastics",""
"Tailem Bend Netball Club","TENANCY 97 95-101 RAILWAY TERRACE","TAILEM BEND","SA","5259","tbnc.inc@hotmail.com.au","-35.254170000000002","139.45551","Netball",""
"Kersbrook Soldiers Memorial Park Community and Sports Club","51 GLOVER STREET","KERSBROOK","SA","5231","cassbrown21@hotmail.com","-34.782539999999997","138.86001999999999","Netball,Tennis","http://kersbrookfc.com.au/"
"Christies Beach Surf Life Saving Club","LOT 12 ESPLANADE","CHRISTIES BEACH","SA","5165","robnlinda@adam.com.au","-35.135809999999999","138.46952999999999","Surf Lifesaving","http://www.christiesbeachslsc.com.au"
"Port Augusta Swimming Club","24 HANNAGAN STREET","PORT AUGUSTA","SA","5700","newbs4@dodo.com.au","-32.511139999999997","137.78455","Swimming","http://portaugusta.swimming.org.au/"
"South Gambier Football Club","211-213 JUBILEE HIGHWAY EAST","GLENBURNIE","SA","5291","southgambierjfc@gmail.com","-37.841119999999997","140.81972999999999","Australian Rules",""
"Angaston Cricket Club","LOT 117 WASHINGTON STREET","ANGASTON","SA","5353","benten76@bigpond.com","-34.508040000000001","139.04297","Cricket",""
"Naracoorte United Soccer Club","Stewart tce","Naracoorte ","SA","","Jonthurlow@live.com.au","-36.949289999999998","140.73182","Football (Soccer)",""
"Naracoorte United Soccer Club","LOT 29 PARK TERRACE","NARACOORTE","SA","5271","Jonthurlow@live.com.au","-36.949420000000003","140.73204999999999","Football (Soccer)",""
"Blyth Snowtown Football Club","LOT 484 SOUTH TERRACE","BLYTH","SA","5462","blythsnowtownfc@sanflcfl.com.au","-33.851320000000001","138.49115","Australian Rules","http://www.blyth-snowtown-cats.com.au"
"Wallaroo Golf Club","LOT 2308 CORNISH TERRACE","WALLAROO","SA","5556","wallaroogolfclub@gmail.com","-33.937159999999999","137.62773000000001","Golf","http://wallaroogolfclu.wix.com/wallaroogolfclub"
"Wallaroo Football Club","10993 SPENCER HIGHWAY","WALLAROO","SA","5556","wallaroojfc@gmail.com","-33.936329999999998","137.62447","Australian Rules",""
"Naracoorte and District Basketball Association","10513 RIDDOCH HIGHWAY","NARACOORTE","SA","5271","chris.pam90@selig.com.au","-36.929430000000004","140.71652","Basketball","http://Sporting Pulse Naracoorte & District Basketball Associaton"
"Barmera District Junior Netball Association","LOT 147 DEAN DRIVE","BARMERA","SA","5345","alhaigh@bigpond.com","-34.25076","140.45733000000001","Basketball,Netball",""
"Stirling Cricket Club","56 MOUNT BARKER ROAD","STIRLING","SA","5152","steven.mcgregor@korvest.com.au","-35.007530000000003","138.71887000000001","Cricket","http://stirling.sa.cricket.com.au/"
"Mount Barker & Districts Little Athletics","2A WELLINGTON ROAD","MOUNT BARKER","SA","5251","info@mbdlac.org.au","-35.074039999999997","138.85829000000001","Athletics","http://mbdlac.org.au"
"Kensington Baseball Club","Newland Reserve","ERINDALE","SA","5066","bennyandaims@ymail.com","-34.931289999999997","138.66695000000001","Baseball","http://www.kensingtoncardinals.com.au"
"Wilmington Tennis Club","24 ANGAS TERRACE","WILMINGTON","SA","5485","mbstorey@bigpond.com","-32.649160000000002","138.09582","Netball,Tennis",""
"Renmark Basketball Club","LOT 100 RAL RAL AVENUE","RENMARK","SA","5341","renmarksteamers@live.com","-34.16883","140.7433","Basketball","renmarkbasketball.weebly.com"
"Lyndoch Cricket Club","2 BAROSSA VALLEY WAY","LYNDOCH","SA","5351","lyndochcricket@gmail.com","-34.598219999999998","138.88639000000001","Cricket",""
"Volleyball SA","24-44 SANDISON ROAD","HALLETT COVE","SA","5158","reception@volleyballsa.com.au","-35.076369999999997","138.51188999999999","Volleyball","http://www.volleyballsa.com.au/spikezone/hallettcove"
"Tennisphere","UNIT 2 2-24 THE PARADE WEST","KENT TOWN","SA","5067","info@tennisphere.com.au","-34.921559999999999","138.62010000000001","Tennis","www.tennisphere.com.au"
"Bute Basketball Club","LOT 330 NORTH WEST TERRACE","BUTE","SA","5560","","-33.864069999999998","138.00265999999999","Basketball",""
"Southern Hills Little Athletics Centre","5 COROMANDEL STREET","FLAGSTAFF HILL","SA","5159","southernhillslittleathletics@gmail.com","-35.05339","138.59479999999999","Athletics","shlac.org"
"Wesley Netball Club","1-9 SOUTHERN AVENUE","GLENGOWRIE","SA","5044","wesleynetballclub@hotmail.com","-34.994570000000003","138.53429","Netball",""
"Ingle Farm Falcons Softball Club","7 ROTHWELL AVENUE","INGLE FARM","SA","5098","inglefarmfalcons@gmail.com","-34.819490000000002","138.64472000000001","Softball",""
"Gladstone Ramblers Cricket Club","LOT 521 BONDOWIE STREET","GLADSTONE","SA","5473","","-33.275440000000003","138.35443000000001","Cricket",""
"Naracoorte Calisthenics Club","LOT 1105 PARK TERRACE","NARACOORTE","SA","5271","laura_hasel@bigpond.com","-36.950899999999997","140.73829000000001","Calisthenics",""
"Dudley United Netball Club","LOT 98 THE LANE","PENNESHAW","SA","5222","dudleyunitednetballclub@gmail.com","-35.718499999999999","137.93772000000001","Netball",""
"Goodwood Cricket Club","4 CURZON AVENUE","MILLSWOOD","SA","5034","","-34.955579999999998","138.58226999999999","Cricket","www.goodwoodcc.com"
"Pooraka Netball Club","LOT 82 QUINLIVAN ROAD","POORAKA","SA","5095","belinda_1973@bigpond.com","-34.82929","138.62347","Netball",""
"Keith Pony Club","1 Showground Parade","Keith","SA","","tdb07@internode.on.net","-36.143470000000001","140.34259","Equestrian,Pony Clubs",""
"HILLS ARCHERS","LOT 200 JEFFERY STREET","LOBETHAL","SA","5241","info@hillsarchers.org.au","-34.912170000000003","138.87375","Archery","www.hillsarchers.org.au"
"Port Elliot Tennis Club","6 BARBARA STREET","PORT ELLIOT","SA","5212","kurt.kube@bigpond.com","-35.53481","138.67930000000001","Tennis",""
"Burnside Youth Club","37 OSMOND TERRACE","NORWOOD","SA","5067","burnsideyouthclub@hotmail.com","-34.919649999999997","138.63131999999999","Gymnastics","http://www.facebook.com/burnsideyouthclubincsa"
"Lower North Cricket Association","LOT 1 WEROCATA ROAD","BALAKLAVA","SA","5461","cfchap@rbe.net.au","-34.143189999999997","138.41086999999999","Cricket",""
"Salisbury East Little Athletics Centre","12-14 GAWLER STREET","SALISBURY","SA","5108","www.selac.net","-34.761699999999998","138.64337","Athletics","www.selac.net"
"Seaside Tennis Club","61 CUDMORE TERRACE","HENLEY BEACH","SA","5022","adsrichter@hotmail.com","-34.910240000000002","138.49891","Tennis","seasidetennisclub.com.au"
"Hope Valley Cricket Club","66 VALLEY ROAD","HOPE VALLEY","SA","5090","cricket@hvcc.net.au","-34.846989999999998","138.70157","Cricket","www.hvcc.net.au"
"Noarlunga Tennis Club","LOT 101 PATAPINDA ROAD","OLD NOARLUNGA","SA","5168","noarlungatennisclub@hotmail.com","-35.182920000000003","138.49603999999999","Tennis","www.noarlungatennis.net.au"
"Whyalla Swimming Club","5 RACECOURSE ROAD","WHYALLA NORRIE","SA","5608","roannem@bigpond.com","-33.029089999999997","137.53775999999999","Swimming","www. whyalla.swimming.org.au"
"Mount Osmond Golf Club","1 SEAVIEW ROAD","MOUNT OSMOND","SA","5064","info@mogc.com.au","-34.963410000000003","138.65722","Golf","www.mogc.com.au"
"Hills Tennis Association","98 ECHUNGA ROAD","HAHNDORF","SA","5245","secretary@hillstennis.net.au","-35.038429999999998","138.80430000000001","Tennis","www.hillstennis.net.au"
"Largs Bay R.S.L. Gym Club","36A-36B SEMAPHORE ROAD","SEMAPHORE","SA","5019","maggie_benton23@hotmail.com","-34.838990000000003","138.48276999999999","Gymnastics",""
"State Tennis","21 Edwin Street West Lakes Shore 5020 / West Lakes Tennis Club","WEST LAKES SHORE","SA","5020","westlakes@statetennis.com.au","-34.864510000000003","138.48267999999999","Tennis","www.statetennis.com"
"Murray Bridge Lawn Tennis Association","LOT 725 JAENSCH ROAD","MURRAY BRIDGE","SA","5253","mblawntennis@bigpond.com","-35.119579999999999","139.28131999999999","Tennis",""
"Hahndorf Cricket Club","Pine Ave","HAHNDORF","SA","5245","greg@openbookhowden.com.au","-35.037649999999999","138.80547999999999","Cricket",""
"Blyth Tennis Club","LOT 484 SOUTH TERRACE","BLYTH","SA","5462","Pgandsgbigg@bigpond.com","-33.84845","138.49123","Tennis","www.tennis.com.au/Blyth"
"The Cove FC","65 ELIZABETH CRESCENT","HALLETT COVE","SA","5158","chairman@thecovefc.com","-35.086840000000002","138.50575000000001","Football (Soccer)","thecovefc.com"
"Renmark District Cricket Association","LOT 81 MARRARA STREET","RENMARK","SA","5341","kunadale@hotmail.com","-34.16874","140.74073999999999","Cricket",""
"Surf & Sun","44 GOOLWA ROAD","MIDDLETON","SA","5213","info@surfandsun.com.au","-35.51003","138.70572000000001","Surf Riding","www.surfandsun.com.au"
"South Australian Friends and Equines","84 CLANCY ROAD","GAWLER BELT","SA","5118","safriendsandequines@gmail.com","-34.57329","138.71556000000001","Equestrian","www.safriendsandequines.weebly.com"
"Burra Swimming Club","31 SMELTS ROAD","BURRA","SA","5417","sprjd@bigpond.com","-33.67747","138.93941000000001","Swimming",""
"Eagles Basketball Club","10 AUGUSTA TERRACE","PORT AUGUSTA","SA","5700","","-32.492229999999999","137.77278000000001","Basketball",""
"Whyalla Table Tennis Association","Lot 6537 Jenkins Avenue","WHYALLA STUART","SA","5608","chisholms1@bigpond.com","-33.034109999999998","137.51191","Table Tennis","https://sites.google.com/site/whyallatta/"
"Southern Flinders Dressage Club","27 Nunkunu Yarta Way","MURRAY TOWN","SA","5481","southernflindersdc@hotmail.com.au","-32.934600000000003","138.24260000000001","Equestrian","https://southernflindersdressageclub.wordpress.com/"
"Sandy Creek Golf Club - Barossa Valley","129 WILLIAMSTOWN ROAD","SANDY CREEK","SA","5350","info@sandycreekgolf.com.au","-34.611699999999999","138.83312000000001","Golf","www.sandycreekgolf.com.au"
"Salisbury Tennis Club","LOT 65 HAPPY HOME DRIVE","SALISBURY NORTH","SA","5108","salisburytennis@outlook.com","-34.758049999999997","138.63925","Tennis",""
"Adelaide Taekwondo Academy","UNIT 60 184 ANGAS STREET","ADELAIDE","SA","5000","info@adelaidetkd.com.au","-34.929760000000002","138.60786999999999","Boxing,Taekwondo","www.adelaidetkd.com.au"
"Adelaide Taekwondo Academy","5 STUART STREET","BURNSIDE","SA","5066","info@adelaidetkd.com.au","-34.93524","138.66074","Taekwondo","www.adelaidetkd.com.au"
"Double Bounce Gymnastics","58 GATES ROAD","HACKHAM","SA","5163","doublebouncegymnastics@gmail.com","-35.15457","138.52607","Gymnastics",""
"Southern Go Kart Club","101-123 SUMMER ROAD","WATERLOO CORNER","SA","5110","sgkcsesc@bigpond.com","-34.744149999999998","138.57982999999999","Motor Sport","southerngokartclub.com.au"
"Pooraka Football Club","19 MCCARTHY COURT","POORAKA","SA","5095","","-34.828679999999999","138.62164000000001","Australian Rules",""
"Kingscote Netball Club","21 CENTENARY AVENUE","KINGSCOTE","SA","5223","natasha.ingerson714@schools.sa.edu.au","-35.649259999999998","137.63404","Netball",""
"Rebels Basketball Club","115-119 OLD PRINCES HIGHWAY","MURRAY BRIDGE EAST","SA","5253","rebelsbasketballclub@outlook.com","-35.114260000000002","139.30376999999999","Basketball",""
"Morgan Fitness and Wellbeing","10 FOURTH STREET","MORGAN","SA","5320","morgangym45@yahoo.com","-34.033529999999999","139.66881000000001","Boxing",""
"Minlaton Basketball Netball Club","3 CURRAMULKA ROAD","MINLATON","SA","5575","mcmahon@mcmahonshoes1.com","-34.767249999999997","137.59967","Basketball,Netball",""
"Wisanger Sports Club","13 NORTH CAPE ROAD","BAY OF SHOALS","SA","5223","wisanger1911@hotmail.com","-35.62856","137.55826999999999","Australian Rules,Basketball,Cricket,Netball,Softball",""
"Micro Groms Surf Club SA","","middleton","SA","","microgroms@hotmail.com.au","-35.5244","138.73259999999999","Surf Riding","www.microgroms.com"
"Micro Groms Surf Club SA","LOT 1 GRIFFITHS DRIVE","SEAFORD","SA","5169","microgroms@hotmail.com.au","-35.192880000000002","138.47823","Surf Riding","www.microgroms.com"
"Titans Basketball Club","Jubilee Park","Whyalla Stuart","SA","","harley_63@bigpond.com","-33.040039999999998","137.51123000000001","Basketball",""
"What A Racket! Tennis Professionals","49 HENLEY BEACH ROAD","HENLEY BEACH SOUTH","SA","5022","david_grainger@hotmail.com","-34.925379999999997","138.50099","Tennis",""
"What A Racket! Tennis Professionals","33 KENTDALE STREET","GRANGE","SA","5022","david_grainger@hotmail.com","-34.900109999999998","138.49714","Tennis",""
"Riverland Netball Association","LOT 98 RAL RAL AVENUE","RENMARK","SA","5341","riverlandnetball@gmail.com","-34.168140000000001","140.74243999999999","Netball",""
"Onkaparinga Tennis Club","8 BRIDGE STREET","BALHANNAH","SA","5242","wallner@adam.com.au","-34.989420000000003","138.82850999999999","Tennis","www.onkastennis.com"
"Top Shot Tennis","LOT 322 GRANT PLACE","FLINDERS PARK","SA","5025","1tennis1@tpg.com.au","-34.906350000000003","138.54321999999999","Tennis","www.flinderspktennis.com.au"
"Top Shot Tennis","8 RAGLESS AVENUE","PARK HOLME","SA","5043","1tennis1@tpg.com.au","-34.993549999999999","138.55289999999999","Tennis",""
"Adelaide City Football Club","75-79 KING WILLIAM STREET","ADELAIDE","SA","5000","theclub@adelaidecityfc.com.au","-34.924329999999998","138.59942000000001","Football (Soccer)","www.adelaidecityfc.com.au"
"Adelaide City Football Club","75-79 KING WILLIAM STREET","ADELAIDE","SA","5000","theclub@adelaidecityfc.com.au","-34.924329999999998","138.59942000000001","Football (Soccer)","www.adelaidecityfc.com.au"
"Flinders Park Tennis Club","LOT 322 GRANT PLACE","FLINDERS PARK","SA","5025","1tennis1@tpg.com.au","-34.906350000000003","138.54318000000001","Tennis","www.flinderspktennis.com.au"
"GT Netball Club","UNIT 76 18 HEYSEN AVENUE","HOPE VALLEY","SA","5090","gtnetballclub@gmail.com","-34.841050000000003","138.68120999999999","Netball",""
"Far West Aboriginal Sporting Complex","LOT 115 BERGMANN DRIVE","THEVENARD","SA","5690","wayne@cac.asn.au","-32.142980000000001","133.66446999999999","Australian Rules,Basketball,Eight-Ball,Netball,Tennis",""
